"zone","state","lga","ea","sector","hhid","s15bq1"
1,7,702,632,2,70115,2
1,7,702,632,2,70116,2
1,7,702,632,2,70117,2
1,7,702,632,2,70118,2
1,7,702,632,2,70119,2
1,7,702,632,2,70120,2
1,7,718,1640,2,70121,2
1,7,718,1640,2,70122,2
1,7,718,1640,2,70123,1
1,7,718,1640,2,70124,2
1,7,718,1640,2,70125,1
1,7,718,1640,2,70126,2
1,7,718,1640,2,70127,1
1,7,718,1640,2,70128,2
1,7,718,1640,2,70129,1
1,7,718,1640,2,70130,2
1,7,715,780,2,70131,2
1,7,715,780,2,70132,2
1,7,715,780,2,70133,2
1,7,715,780,2,70134,2
1,7,715,780,2,70135,2
1,7,715,780,2,70136,2
1,7,715,780,2,70137,2
1,7,715,780,2,70138,2
1,7,715,780,2,70139,2
1,7,715,780,2,70140,2
1,7,715,294,1,70141,2
1,7,715,294,1,70142,2
1,7,715,294,1,70143,2
1,7,715,294,1,70144,2
1,7,715,294,1,70145,2
1,7,715,294,1,70147,2
1,7,715,294,1,70148,2
1,7,715,294,1,70149,2
1,7,715,294,1,70150,2
1,7,713,304,2,70151,2
1,7,713,304,2,70152,2
1,7,713,304,2,70153,2
1,7,713,304,2,70154,2
1,7,713,304,2,70155,2
1,7,713,304,2,70156,2
1,7,713,304,2,70157,2
1,7,713,304,2,70158,1
1,7,713,304,2,70159,2
1,7,713,304,2,70160,2
2,8,813,2094,2,80002,2
2,8,813,2094,2,80003,2
2,8,813,2094,2,80004,2
2,8,813,2094,2,80005,2
2,8,813,2094,2,80006,2
2,8,813,2094,2,80007,1
2,8,813,2094,2,80008,2
2,8,813,2094,2,80009,2
2,8,821,1448,1,80011,2
2,8,821,1448,1,80012,1
2,8,821,1448,1,80013,2
2,8,821,1448,1,80014,2
2,8,821,1448,1,80015,2
2,8,821,1448,1,80016,2
2,8,821,1448,1,80017,2
2,8,821,1448,1,80018,2
2,8,821,1448,1,80019,2
2,8,821,1448,1,80020,1
2,8,821,5062,1,80021,1
2,8,821,5062,1,80022,1
2,8,821,5062,1,80023,1
2,8,821,5062,1,80024,2
2,8,821,5062,1,80025,2
2,8,821,5062,1,80026,1
2,8,821,5062,1,80027,2
2,8,821,5062,1,80028,2
3,19,1925,0,1,80029,2
2,8,821,5062,1,80030,2
2,8,812,866,2,80081,2
2,8,812,866,2,80082,2
2,8,812,866,2,80083,2
2,8,812,866,2,80084,2
2,8,812,866,2,80085,2
2,8,812,866,2,80086,2
2,8,812,866,2,80087,2
2,8,812,866,2,80088,2
2,8,812,866,2,80089,2
2,8,812,866,2,80090,2
2,8,805,46,2,80091,2
2,8,805,46,2,80092,2
2,8,805,46,2,80093,2
2,8,805,46,2,80095,2
2,8,805,46,2,80097,1
2,8,805,46,2,80098,1
2,8,805,46,2,80099,2
2,8,805,46,2,80100,2
2,8,827,804,2,80101,2
2,8,827,804,2,80102,2
2,8,827,804,2,80103,1
2,8,827,804,2,80104,2
2,8,827,804,2,80105,2
2,8,827,804,2,80106,1
2,8,827,804,2,80107,2
2,8,827,804,2,80108,2
2,8,827,804,2,80109,2
2,8,827,804,2,80110,1
2,8,820,1030,2,80141,2
2,8,820,1030,2,80142,1
2,8,820,1030,2,80143,2
2,8,820,1030,2,80144,2
2,8,820,1030,2,80145,1
2,8,820,1030,2,80146,1
2,8,820,1030,2,80147,2
2,8,820,1030,2,80148,2
2,8,820,1030,2,80149,1
2,8,820,1030,2,80150,2
2,8,824,768,2,80151,1
2,8,824,768,2,80152,1
2,8,824,768,2,80153,2
2,8,824,768,2,80154,2
2,8,824,768,2,80155,1
2,8,824,768,2,80156,2
2,8,824,768,2,80157,2
2,8,824,768,2,80158,1
2,8,824,768,2,80159,1
2,8,824,768,2,80160,2
1,7,704,0,2,80161,2
2,8,815,362,2,80201,1
2,8,815,362,2,80202,2
2,8,815,362,2,80203,2
2,8,815,362,2,80204,2
2,8,815,362,2,80205,2
2,8,815,362,2,80207,2
2,8,815,362,2,80208,2
2,8,815,362,2,80209,2
2,8,815,362,2,80210,1
5,9,908,278,1,90001,2
5,9,908,278,1,90002,2
5,9,908,278,1,90003,2
5,9,908,278,1,90004,2
5,9,908,278,1,90005,2
5,9,908,0,1,90006,1
5,3,312,0,2,90007,2
5,9,908,0,1,90008,1
5,9,908,278,1,90009,2
5,9,908,278,1,90010,2
5,9,903,48,2,90011,2
5,9,903,0,2,90013,2
5,9,903,48,2,90014,2
5,9,903,48,2,90015,1
5,9,903,48,2,90016,2
5,9,909,0,1,90017,2
5,9,903,48,2,90018,2
5,9,903,48,2,90019,2
5,9,903,48,2,90020,1
5,9,915,1390,1,90021,2
5,9,915,1390,1,90022,2
5,9,915,1390,1,90024,2
5,9,915,1390,1,90025,2
5,9,915,1390,1,90026,1
5,9,915,1390,1,90027,2
5,9,915,1390,1,90028,2
5,9,915,1390,1,90029,2
5,9,915,1390,1,90030,2
5,9,917,1254,1,90031,1
5,9,917,1254,1,90032,2
5,9,917,1254,1,90033,2
5,9,917,1254,1,90034,2
5,9,917,1254,1,90035,1
5,9,917,1254,1,90036,2
5,9,917,1254,1,90037,2
5,9,917,1254,1,90038,2
5,9,917,1254,1,90039,2
5,9,917,1254,1,90040,2
5,9,901,398,2,90041,2
5,9,901,398,2,90042,1
5,9,901,398,2,90043,2
5,9,901,398,2,90044,2
5,9,901,398,2,90045,2
5,9,901,398,2,90046,2
5,9,901,398,2,90047,2
5,9,901,398,2,90048,2
5,9,901,398,2,90049,2
5,3,331,0,1,90051,2
5,9,910,200,2,90052,2
5,9,910,200,2,90054,2
5,9,910,0,2,90055,2
5,9,910,200,2,90057,2
5,9,912,0,2,90058,2
5,9,910,200,2,90059,2
5,9,910,200,2,90060,2
5,9,907,1446,2,90061,2
5,9,907,1446,2,90062,2
5,9,907,1446,2,90063,1
5,9,907,1446,2,90064,1
5,9,907,1446,2,90065,2
5,9,907,1446,2,90066,2
5,9,907,1446,2,90067,2
5,9,907,1446,2,90068,1
5,9,907,1446,2,90069,2
5,9,907,0,2,90070,2
5,9,912,102,2,90071,1
5,9,912,0,2,90072,2
5,9,912,102,2,90073,1
5,9,912,102,2,90074,2
5,9,912,102,2,90075,2
5,9,912,102,2,90076,2
5,9,912,102,2,90077,2
5,9,912,102,2,90078,2
5,9,912,102,2,90079,1
5,9,912,102,2,90080,2
5,9,916,1068,2,90081,1
5,9,916,1068,2,90082,2
5,9,916,1068,2,90083,2
5,9,916,1068,2,90084,1
5,9,916,1068,2,90085,2
5,9,916,1068,2,90086,2
5,9,916,1068,2,90087,2
5,9,916,1068,2,90088,2
5,9,916,1068,2,90089,2
5,9,916,1068,2,90090,2
5,9,918,834,2,90091,2
5,9,918,834,2,90092,1
5,9,918,834,2,90093,2
5,9,918,834,2,90094,2
5,9,918,834,2,90095,2
5,9,918,834,2,90096,2
5,9,918,834,2,90097,2
5,9,918,0,2,90098,2
5,9,918,834,2,90099,2
5,9,918,834,2,90100,2
5,9,905,978,2,90101,2
5,9,905,978,2,90102,2
1,25,2503,0,2,90103,2
5,9,905,978,2,90104,2
5,9,905,978,2,90105,2
5,9,905,978,2,90106,2
5,9,905,978,2,90107,2
5,9,905,978,2,90108,2
5,9,905,0,2,90109,1
5,9,905,978,2,90110,1
5,9,914,1746,2,90112,2
5,9,914,1746,2,90113,2
5,9,914,1746,2,90114,2
5,9,914,1746,2,90115,2
5,9,914,1746,2,90116,2
5,9,914,1746,2,90117,2
5,9,914,1746,2,90118,2
5,9,907,0,2,90119,2
5,9,914,1746,2,90120,2
5,9,913,2266,2,90121,1
5,9,913,2266,2,90122,2
4,11,1107,0,2,90123,2
5,9,913,2266,2,90124,2
5,9,913,2266,2,90125,2
5,9,913,2266,2,90126,2
5,9,913,2266,2,90127,2
5,9,913,2266,2,90128,2
5,9,913,2266,2,90129,2
5,9,913,2266,2,90130,2
5,10,1014,80,2,100001,2
5,10,1014,80,2,100002,2
5,10,1014,80,2,100003,2
5,10,1014,80,2,100004,2
5,10,1014,80,2,100005,2
5,10,1014,80,2,100006,2
5,10,1014,80,2,100007,2
5,10,1014,80,2,100008,2
5,10,1014,80,2,100009,2
5,10,1001,172,2,100013,2
5,10,1001,172,2,100014,1
5,10,1001,172,2,100015,2
5,10,1001,172,2,100016,2
5,10,1001,172,2,100017,2
5,10,1001,172,2,100018,2
5,10,1001,172,2,100019,2
5,10,1001,172,2,100020,2
5,10,1002,0,2,100021,2
5,10,1007,1166,1,100022,2
5,10,1007,1166,1,100024,2
5,10,1007,1166,1,100025,2
5,10,1007,1166,1,100026,2
5,10,1007,1166,1,100027,2
5,10,1007,1166,1,100028,2
5,10,1007,1166,1,100029,2
5,10,1007,1166,1,100030,2
5,10,1008,1314,2,100031,2
5,10,1008,1314,2,100032,2
5,10,1008,1314,2,100033,2
5,10,1008,1314,2,100034,2
5,10,1008,1314,2,100035,2
5,10,1008,1314,2,100036,1
5,10,1008,1314,2,100037,2
5,10,1008,1314,2,100038,2
5,10,1008,1314,2,100039,2
5,10,1008,1314,2,100040,2
5,10,1008,1718,2,100041,1
5,10,1008,1718,2,100042,2
5,10,1008,1718,2,100043,1
5,10,1008,1718,2,100044,2
5,10,1008,1718,2,100045,2
5,10,1008,1718,2,100046,2
5,10,1008,1718,2,100047,2
5,10,1008,1718,2,100048,2
5,10,1008,1718,2,100049,2
5,10,1008,1718,2,100050,2
5,10,1021,120,2,100053,2
5,10,1021,120,2,100054,2
5,10,1021,120,2,100055,2
5,10,1021,120,2,100056,2
5,10,1021,120,2,100057,2
5,10,1021,120,2,100058,2
5,10,1021,120,2,100059,2
5,10,1012,936,2,100061,2
5,10,1012,936,2,100063,2
5,10,1012,936,2,100064,2
5,10,1012,936,2,100065,2
5,10,1012,936,2,100066,2
5,10,1012,0,2,100067,1
5,10,1012,936,2,100068,2
5,10,1012,936,2,100070,2
5,10,1010,20,2,100071,2
5,10,1010,20,2,100072,1
5,10,1010,20,2,100073,2
5,10,1010,20,2,100074,1
5,10,1010,20,2,100075,2
5,10,1010,20,2,100076,2
5,10,1010,20,2,100077,1
5,10,1010,0,2,100078,1
5,10,1010,20,2,100079,2
5,10,1010,20,2,100080,2
5,10,1005,1374,2,100082,2
5,10,1005,1374,2,100083,2
5,10,1005,1374,2,100085,2
5,10,1005,1374,2,100086,2
5,10,1005,1374,2,100087,1
5,10,1005,1374,2,100088,2
5,10,1005,1374,2,100089,1
5,10,1005,1374,2,100090,2
5,10,1005,662,1,100091,2
5,10,1005,662,1,100092,2
5,10,1005,662,1,100093,1
5,10,1005,662,1,100094,2
5,10,1005,662,1,100095,1
5,10,1005,662,1,100096,2
5,10,1005,662,1,100097,2
5,10,1005,662,1,100098,2
5,10,1005,662,1,100100,2
5,10,1018,898,2,100101,1
5,10,1018,898,2,100102,1
5,10,1018,898,2,100103,2
5,10,1018,898,2,100104,1
5,10,1018,898,2,100105,2
5,10,1018,898,2,100106,1
5,10,1018,898,2,100107,2
5,10,1018,898,2,100108,2
5,10,1018,898,2,100109,1
5,10,1018,898,2,100110,2
5,10,1018,634,1,100111,1
5,10,1018,634,1,100112,2
5,10,1018,634,1,100113,2
5,10,1018,634,1,100115,2
5,10,1018,634,1,100117,2
5,10,1018,634,1,100118,2
5,10,1018,634,1,100119,2
5,10,1018,634,1,100120,2
5,10,1020,38,1,100122,1
5,10,1020,38,1,100123,2
5,10,1020,38,1,100124,2
5,10,1020,38,1,100125,2
5,10,1020,38,1,100126,2
5,10,1020,38,1,100127,2
5,10,1020,0,1,100128,2
5,10,1020,38,1,100129,2
5,10,1020,38,1,100130,1
5,10,1025,1774,2,100131,2
5,10,1025,1774,2,100132,2
5,10,1025,1774,2,100133,2
5,10,1025,1774,2,100134,2
5,10,1025,1774,2,100135,2
5,10,1025,1774,2,100136,1
5,10,1025,1774,2,100138,1
4,11,1104,2028,1,110001,2
4,11,1104,2028,1,110002,2
4,11,1104,2028,1,110003,2
4,11,1104,2028,1,110004,2
4,11,1104,2028,1,110005,2
4,11,1104,2028,1,110006,2
4,11,1104,2028,1,110007,2
4,11,1104,2028,1,110008,2
4,11,1104,2028,1,110009,2
4,11,1104,2028,1,110010,2
4,11,1112,1952,2,110011,2
4,11,1112,1952,2,110012,2
4,11,1112,1952,2,110013,2
4,11,1112,1952,2,110014,2
4,11,1112,1952,2,110015,2
4,11,1112,1952,2,110016,2
4,11,1112,1952,2,110017,2
4,11,1112,1952,2,110018,2
4,11,1112,1952,2,110019,2
4,11,1112,1952,2,110020,2
4,11,1112,78,2,110021,2
4,11,1112,78,2,110022,2
4,11,1112,78,2,110023,2
4,11,1112,78,2,110024,2
4,11,1112,78,2,110025,2
4,11,1112,78,2,110026,1
4,11,1112,78,2,110027,2
4,11,1112,78,2,110028,1
4,11,1112,78,2,110029,2
4,11,1112,78,2,110030,2
4,11,1110,714,2,110031,2
4,11,1110,714,2,110032,2
4,11,1110,714,2,110033,2
4,11,1110,714,2,110034,2
4,11,1110,714,2,110035,2
4,11,1110,714,2,110036,1
4,11,1110,714,2,110037,1
4,11,1110,714,2,110038,1
4,11,1110,714,2,110039,2
4,11,1110,714,2,110040,2
4,11,1110,2752,2,110041,2
4,11,1110,2752,2,110042,2
4,11,1110,2752,2,110043,2
4,11,1110,2752,2,110044,2
4,11,1110,2752,2,110045,2
4,11,1110,2752,2,110046,2
4,11,1110,2752,2,110047,2
4,11,1110,2752,2,110048,2
4,11,1110,2752,2,110049,2
4,11,1110,2752,2,110050,2
4,11,1108,492,2,110051,2
4,11,1108,492,2,110052,2
4,11,1108,492,2,110053,2
4,11,1108,492,2,110054,2
4,11,1108,492,2,110055,2
4,11,1108,492,2,110056,2
4,11,1108,492,2,110057,2
4,11,1108,492,2,110058,2
4,11,1108,492,2,110059,2
4,11,1108,492,2,110060,2
4,11,1105,100,2,110061,2
4,11,1105,100,2,110062,2
4,11,1105,100,2,110063,2
4,11,1105,100,2,110064,1
4,11,1105,100,2,110065,2
4,11,1105,100,2,110066,2
4,11,1105,100,2,110067,1
4,11,1105,100,2,110068,2
4,11,1105,100,2,110069,2
4,11,1105,100,2,110070,2
4,11,1106,446,2,110071,2
4,11,1106,446,2,110072,2
4,11,1106,446,2,110073,2
4,11,1106,446,2,110074,2
4,11,1106,446,2,110075,2
4,11,1106,446,2,110076,2
4,11,1106,446,2,110078,2
4,11,1106,446,2,110079,2
4,11,1106,446,2,110080,2
4,11,1104,434,2,110081,2
4,11,1104,434,2,110082,2
4,11,1104,434,2,110083,2
4,11,1104,434,2,110084,2
4,11,1104,434,2,110085,2
4,11,1104,434,2,110086,2
4,11,1104,434,2,110087,2
4,11,1104,434,2,110088,2
4,11,1104,434,2,110089,1
4,11,1104,434,2,110090,2
4,11,1107,1034,2,110091,2
4,11,1107,1034,2,110092,2
4,11,1107,1034,2,110093,2
4,11,1107,1034,2,110094,2
4,11,1107,1034,2,110095,2
4,11,1107,1034,2,110096,2
4,11,1107,1034,2,110097,2
4,11,1107,1034,2,110098,2
4,11,1107,1034,2,110099,2
4,11,1107,1034,2,110100,2
4,11,1109,672,2,110101,2
4,11,1109,672,2,110102,2
4,11,1109,672,2,110103,2
4,11,1109,672,2,110104,2
4,11,1109,672,2,110105,2
4,11,1109,672,2,110106,2
4,11,1109,672,2,110107,2
4,11,1109,672,2,110108,1
4,11,1109,672,2,110109,2
4,11,1109,672,2,110110,2
4,11,1113,954,2,110111,2
4,11,1113,954,2,110112,2
4,11,1113,954,2,110113,2
4,11,1113,954,2,110114,2
4,11,1113,954,2,110115,2
4,11,1113,954,2,110116,2
4,11,1113,954,2,110117,2
4,11,1113,954,2,110118,2
4,11,1113,954,2,110119,2
4,11,1113,954,2,110120,2
4,11,1102,936,2,110121,2
4,11,1102,936,2,110122,2
4,11,1102,936,2,110123,2
4,11,1102,936,2,110124,2
4,11,1102,936,2,110125,2
4,11,1102,936,2,110126,2
4,11,1102,936,2,110127,2
4,11,1102,936,2,110128,2
4,11,1102,936,2,110129,2
4,11,1102,936,2,110130,2
4,11,1101,154,2,110131,2
4,11,1101,154,2,110132,1
4,11,1101,154,2,110133,2
4,11,1101,154,2,110134,2
4,11,1101,154,2,110135,2
4,11,1101,154,2,110136,2
4,11,1101,154,2,110137,2
4,11,1101,154,2,110138,2
4,11,1101,154,2,110139,2
4,11,1101,154,2,110140,2
5,12,1211,2856,1,120001,2
5,12,1211,2856,1,120002,2
5,12,1211,2856,1,120003,2
5,12,1211,2856,1,120004,2
5,12,1211,2856,1,120005,2
5,12,1211,2856,1,120006,2
5,12,1211,2856,1,120007,2
5,12,1211,2856,1,120008,2
5,12,1211,2856,1,120010,2
5,12,1202,0,1,120011,2
5,12,1202,2146,1,120012,2
5,12,1202,2146,1,120013,2
5,12,1202,2146,1,120014,2
5,12,1202,2146,1,120015,2
5,12,1202,2146,1,120017,2
5,12,1202,2146,1,120018,2
5,12,1202,2146,1,120019,1
5,12,1202,2146,1,120020,2
5,12,1202,2710,1,120021,2
5,12,1202,2710,1,120022,1
5,12,1202,2710,1,120023,2
5,12,1202,2710,1,120024,1
5,12,1202,2710,1,120025,2
5,12,1202,2710,1,120026,2
5,12,1202,0,1,120027,1
5,12,1202,2710,1,120028,2
5,12,1202,0,1,120029,2
5,12,1202,2710,1,120030,2
5,12,1212,0,1,120031,2
5,12,1212,1392,1,120032,2
5,12,1212,0,1,120033,2
5,12,1212,1392,1,120034,2
5,12,1212,1392,1,120035,2
5,12,1212,1392,1,120036,2
5,12,1212,1392,1,120037,2
5,12,1212,1392,1,120038,2
5,12,1212,1392,1,120039,2
5,12,1212,1392,1,120040,2
5,12,1208,526,2,120041,2
5,12,1208,526,2,120042,2
5,12,1208,526,2,120043,1
5,12,1208,526,2,120044,2
5,12,1208,526,2,120045,2
5,12,1208,526,2,120046,2
5,12,1208,526,2,120047,2
5,12,1208,526,2,120048,2
5,12,1208,526,2,120049,2
5,12,1208,526,2,120050,2
5,12,1216,618,2,120051,2
5,12,1216,618,2,120052,2
5,12,1216,618,2,120053,2
5,12,1216,618,2,120054,2
5,12,1216,618,2,120055,2
5,12,1216,618,2,120056,2
5,12,1216,618,2,120057,2
5,12,1216,618,2,120058,2
5,12,1216,618,2,120059,2
5,12,1216,0,2,120060,2
5,12,1210,462,2,120061,2
5,12,1210,462,2,120062,2
5,12,1210,462,2,120063,2
5,12,1210,462,2,120064,2
5,12,1210,462,2,120065,2
5,12,1210,462,2,120066,2
5,12,1210,462,2,120067,2
5,12,1210,462,2,120068,2
5,12,1210,462,2,120069,2
5,12,1210,462,2,120070,2
5,12,1204,736,2,120071,1
5,12,1204,736,2,120072,2
5,12,1204,736,2,120073,2
5,12,1204,736,2,120074,2
5,12,1204,736,2,120075,1
5,12,1204,736,2,120076,2
5,12,1204,736,2,120078,2
5,12,1204,736,2,120079,2
5,12,1204,736,2,120080,2
5,12,1211,2220,1,120081,2
5,12,1211,2220,1,120082,2
5,12,1211,2220,1,120083,1
5,12,1211,0,1,120084,2
5,12,1211,2220,1,120085,2
5,12,1211,2220,1,120086,2
5,12,1211,0,1,120087,2
5,12,1211,2220,1,120088,2
5,12,1211,2220,1,120089,2
5,12,1211,2220,1,120090,1
5,12,1214,452,2,120091,2
5,12,1214,452,2,120092,2
5,12,1214,452,2,120093,2
5,12,1214,452,2,120094,2
5,12,1214,0,2,120096,2
5,12,1214,452,2,120098,2
5,12,1214,452,2,120099,2
5,12,1214,452,2,120100,2
6,13,1310,0,1,130001,2
6,13,1310,0,1,130003,2
6,13,1310,0,1,130004,2
6,13,1310,0,1,130005,2
6,13,1310,0,1,130007,2
6,13,1310,0,1,130008,2
6,13,1310,1300,1,130010,2
6,13,1314,6,1,130011,2
6,13,1314,6,1,130012,2
6,13,1314,6,1,130013,2
6,13,1314,6,1,130014,2
6,13,1314,6,1,130015,1
6,13,1314,6,1,130016,2
6,13,1314,6,1,130017,2
6,13,1314,6,1,130018,2
6,13,1314,0,1,130019,2
6,13,1311,0,1,130020,2
6,13,1307,268,1,130021,2
6,13,1307,0,1,130023,2
6,24,2403,0,1,130024,2
6,13,1307,268,1,130025,2
6,13,1307,0,1,130026,2
6,13,1307,268,1,130027,2
6,13,1307,268,1,130029,2
6,13,1307,0,1,130030,2
6,13,1303,626,1,130032,2
6,13,1303,626,1,130033,2
6,13,1303,626,1,130034,2
6,13,1303,0,1,130035,2
6,13,1303,626,1,130036,2
6,13,1303,626,1,130038,2
6,13,1303,626,1,130039,2
6,13,1303,626,1,130040,2
6,13,1305,1232,1,130041,2
6,13,1305,1232,1,130042,2
6,13,1305,1232,1,130043,2
6,13,1305,0,1,130044,2
6,13,1305,0,1,130045,2
6,13,1305,1232,1,130046,2
6,13,1305,1232,1,130048,2
6,13,1305,1232,1,130049,2
6,13,1305,1232,1,130050,2
6,13,1309,674,2,130051,2
6,13,1309,674,2,130052,2
6,13,1309,0,2,130053,2
6,13,1309,674,2,130054,2
6,13,1309,674,2,130055,2
6,13,1309,674,2,130056,2
6,13,1309,674,2,130057,2
6,13,1309,0,2,130059,1
6,13,1309,674,2,130060,2
6,13,1305,0,2,130061,2
6,13,1305,10,2,130062,2
6,13,1305,10,2,130063,2
6,13,1305,10,2,130064,1
6,13,1305,10,2,130065,1
6,13,1305,10,2,130067,2
6,13,1305,10,2,130068,1
6,13,1305,10,2,130069,2
6,13,1305,10,2,130070,2
6,13,1301,1206,1,130071,2
6,13,1301,0,1,130072,2
6,13,1301,1206,1,130073,2
6,13,1301,0,1,130074,2
6,13,1301,0,1,130075,2
6,13,1301,1206,1,130076,2
6,13,1301,1206,1,130077,2
6,13,1301,1206,1,130078,2
6,13,1301,0,1,130080,2
4,14,1401,1116,2,140001,2
5,32,3213,0,2,140002,2
4,14,1401,1116,2,140003,2
4,14,1401,1116,2,140004,2
4,14,1403,0,2,140005,2
4,14,1401,1116,2,140006,1
4,14,1401,1116,2,140007,2
4,14,1401,1116,2,140008,2
4,14,1401,1116,2,140009,2
4,14,1401,1116,2,140010,2
4,14,1407,68,2,140011,2
4,14,1407,68,2,140012,2
4,14,1407,68,2,140013,2
4,14,1407,68,2,140014,2
4,14,1407,68,2,140015,2
4,14,1407,68,2,140016,2
4,14,1407,68,2,140017,2
4,14,1407,68,2,140018,2
4,14,1407,68,2,140019,2
4,14,1407,68,2,140020,2
4,14,1408,1996,2,140021,1
4,14,1408,1996,2,140022,2
4,14,1408,1996,2,140023,2
4,14,1408,1996,2,140024,2
4,14,1408,1996,2,140025,2
4,14,1408,1996,2,140026,2
4,14,1408,1996,2,140027,2
4,14,1408,1996,2,140030,2
4,14,1413,2578,1,140031,2
4,14,1413,2578,1,140032,2
4,14,1413,2578,1,140033,2
4,14,1413,2578,1,140034,2
4,14,1413,2578,1,140035,2
4,14,1413,2578,1,140036,2
4,14,1413,2578,1,140037,1
4,14,1413,2578,1,140038,2
4,14,1413,2578,1,140039,2
4,14,1413,2578,1,140040,2
4,14,1415,952,2,140041,2
4,14,1415,952,2,140042,2
4,14,1415,952,2,140043,2
4,14,1415,952,2,140044,1
4,14,1415,952,2,140045,1
4,14,1415,952,2,140046,2
4,14,1415,952,2,140047,2
4,14,1415,952,2,140048,2
4,14,1415,952,2,140049,2
4,14,1415,952,2,140050,2
4,14,1403,34,1,140051,2
6,24,2418,0,1,140052,2
4,14,1403,34,1,140053,2
4,14,1403,34,1,140054,2
4,14,1403,34,1,140055,2
4,14,1403,0,1,140059,2
4,14,1406,694,2,140061,2
4,14,1406,694,2,140062,2
4,14,1406,694,2,140063,2
4,14,1406,694,2,140065,2
4,14,1406,694,2,140066,2
4,14,1406,694,2,140067,2
4,14,1406,694,2,140068,2
4,14,1406,694,2,140069,2
4,14,1406,694,2,140070,2
4,14,1413,670,2,140071,2
4,14,1413,670,2,140072,2
4,14,1413,670,2,140073,2
4,14,1413,670,2,140074,1
4,14,1413,670,2,140075,2
4,14,1413,0,2,140076,2
4,14,1413,670,2,140077,1
4,14,1413,670,2,140078,2
4,14,1413,670,2,140079,2
4,14,1413,670,2,140080,2
4,14,1410,236,2,140082,2
4,14,1410,236,2,140083,2
4,14,1410,236,2,140084,2
4,14,1410,236,2,140085,1
4,14,1410,236,2,140086,2
4,14,1410,236,2,140087,2
1,26,2623,0,1,140088,2
4,14,1410,236,2,140089,2
4,14,1410,236,2,140090,2
4,14,1404,96,1,140091,2
4,14,1404,96,1,140092,2
4,14,1404,96,1,140093,2
4,14,1404,0,1,140094,2
4,14,1404,96,1,140096,2
4,14,1404,96,1,140097,1
4,14,1404,96,1,140098,2
4,14,1404,96,1,140099,1
4,14,1404,96,1,140100,2
4,14,1408,968,2,140101,2
4,14,1408,968,2,140102,2
4,14,1408,968,2,140103,2
4,14,1408,968,2,140104,2
4,14,1408,968,2,140105,2
4,14,1408,968,2,140106,2
4,14,1408,968,2,140107,2
4,14,1408,0,2,140108,2
4,14,1408,968,2,140109,2
4,14,1408,968,2,140110,2
4,14,1411,1066,2,140112,2
4,14,1411,1066,2,140113,2
4,14,1411,1066,2,140114,2
4,14,1411,1066,2,140115,1
4,14,1411,1066,2,140116,2
4,14,1411,1066,2,140117,1
4,14,1411,1066,2,140118,1
4,14,1411,1066,2,140119,2
4,14,1411,1066,2,140120,2
4,14,1416,2314,2,140121,2
4,14,1416,2314,2,140122,2
4,14,1416,2314,2,140123,2
4,14,1416,2314,2,140124,2
4,14,1416,2314,2,140125,2
4,14,1416,2314,2,140126,2
4,14,1416,2314,2,140127,2
4,14,1416,2314,2,140128,2
4,14,1416,2314,2,140129,2
4,14,1416,2314,2,140130,2
4,14,1415,156,2,140131,2
4,14,1415,156,2,140132,2
4,14,1415,156,2,140133,1
4,14,1415,156,2,140134,2
4,14,1415,156,2,140135,2
4,14,1415,156,2,140136,2
4,14,1415,156,2,140139,2
4,14,1415,156,2,140140,2
2,15,1506,398,1,150001,2
2,15,1506,398,1,150002,2
2,15,1506,398,1,150003,2
2,15,1506,398,1,150004,2
2,15,1506,398,1,150005,2
2,15,1506,398,1,150006,2
2,15,1506,398,1,150007,1
2,15,1506,398,1,150008,2
2,15,1506,398,1,150010,2
2,15,1508,1682,2,150011,2
2,15,1508,1682,2,150012,2
2,15,1508,1682,2,150013,1
2,15,1508,1682,2,150014,2
2,15,1508,1682,2,150015,2
2,15,1508,1682,2,150016,2
2,15,1508,1682,2,150017,1
2,15,1508,1682,2,150018,2
2,15,1508,1682,2,150019,2
2,15,1508,1682,2,150020,2
2,15,1511,1938,2,150021,1
2,15,1511,1938,2,150022,2
2,15,1511,1938,2,150023,2
2,15,1511,1938,2,150024,2
2,15,1511,1938,2,150025,1
2,15,1511,1938,2,150026,2
2,15,1511,1938,2,150027,2
2,15,1511,1938,2,150028,1
2,15,1511,1938,2,150029,2
2,15,1511,1938,2,150030,2
2,15,1502,590,2,150031,2
2,15,1502,590,2,150032,2
2,15,1502,590,2,150033,2
2,15,1502,590,2,150034,2
2,15,1502,590,2,150035,2
2,15,1502,590,2,150036,2
2,15,1502,590,2,150037,2
2,15,1502,590,2,150038,2
2,15,1502,590,2,150039,2
2,15,1502,590,2,150040,2
2,15,1510,616,2,150041,1
2,15,1510,616,2,150042,1
2,15,1510,616,2,150043,2
2,15,1510,616,2,150044,2
2,15,1510,616,2,150045,1
2,15,1510,616,2,150046,1
2,15,1510,616,2,150047,2
2,15,1510,616,2,150048,1
2,15,1510,616,2,150049,2
2,15,1510,616,2,150050,2
2,15,1507,458,2,150051,2
2,15,1507,458,2,150052,2
2,15,1507,458,2,150053,1
2,15,1507,458,2,150054,1
2,15,1507,458,2,150055,2
2,15,1507,458,2,150056,2
2,15,1507,458,2,150057,2
2,15,1507,458,2,150058,1
2,15,1507,458,2,150059,2
2,15,1507,458,2,150060,2
2,15,1503,634,2,150061,2
2,15,1503,634,2,150062,2
2,15,1503,634,2,150063,2
