"zone","state","lga","sector","ea","hhid","shock_cd","s15aq1","s15aq1b","s15aq2","s15aq3a","s15aq3b","s15aq3c","s15aq3d","s15aq3e","s15aq4a","s15aq4b","s15aq4c","s15aq5a","s15aq5b","s15aq5c","s15aq5d","s15aq6a","s15aq6b","s15aq6c"
4,14,1407,2,68,140017,1,1,,1,,,,,1,3,,,15,,,,98,,
4,14,1408,2,1996,140024,12,1,,1,,,,1,,3,,,14,,,,98,,
4,14,1408,2,1996,140025,12,1,,1,,,1,,,3,,,14,,,,98,,
4,14,1408,2,1996,140028,14,1,,1,,,,1,,1,,,14,,,,1,2,
4,14,1408,2,1996,140028,20,1,,2,,,,1,1,2,,,8,,,,1,2,0
4,14,1408,2,1996,140029,8,1,,1,,,,1,,1,,,7,,,,1,,
4,14,1408,2,1996,140029,20,1,,2,1,1,,,,2,,,21,,,,1,,
4,14,1408,2,1996,140030,12,1,,1,1,,,,,2,,,21,,,,98,,
4,14,1408,2,1996,140030,14,1,,1,1,,,,,1,,,7,,,,98,,
4,14,1413,1,2578,140032,2,1,,1,,,,1,,1,,,1,,,,1,2,3
4,14,1413,1,2578,140034,20,1,,2,1,1,,,,1,,,7,,,,98,,
4,14,1413,1,2578,140035,12,1,,2,1,1,,,,1,,,7,,,,1,,
4,14,1413,1,2578,140035,14,1,,1,,1,,,,2,,,7,,,,1,,
4,14,1413,1,2578,140036,17,1,,1,,,,1,,3,,,14,15,,,98,,
4,14,1413,1,2578,140037,12,1,,1,,,,1,,3,,,14,,,,98,,
4,14,1413,1,2578,140038,12,1,,1,,,,1,,3,,,14,,,,98,,
4,14,1413,1,2578,140039,14,1,,1,,,,1,1,1,,,21,,,,1,2,3
4,14,1413,1,2578,140040,14,1,,1,,,,1,,1,,,21,,,,1,2,3
4,14,1415,2,952,140044,14,1,,1,,,1,,,1,,,21,,,,1,2,3
4,14,1415,2,952,140045,14,1,,,,,,1,1,1,,,14,,,,,,
4,14,1415,2,952,140046,1,1,,1,,,,1,,3,,,8,14,,,98,,
4,14,1415,2,952,140046,12,1,,1,,,,1,,3,,,14,15,,,98,,
4,14,1415,2,952,140047,12,1,,1,,,,1,,3,,,14,,,,98,,
4,14,1415,2,952,140048,12,1,,1,,,,1,,3,,,14,,,,98,,
4,14,1415,2,952,140049,14,1,,1,,1,,,,1,,,7,,,,98,,
4,14,1415,2,952,140049,20,1,,2,1,1,,,,2,,,7,,,,98,,
4,14,1415,2,952,140050,14,1,,1,,1,,,,1,,,7,,,,98,,
4,14,1415,2,952,140050,20,1,,2,1,1,,,,2,,,7,,,,98,,
4,14,1403,1,34,140054,11,1,,1,,,1,,,1,,,7,,,,1,,
4,14,1403,1,34,140054,19,1,,4,1,1,1,1,,2,,,7,,,,1,,
4,14,1403,1,34,140055,8,1,,1,1,,,,,1,,,7,,,,2,,
4,14,1403,1,34,140055,20,1,,2,,1,1,,,2,,,21,,,,98,,
4,14,1403,1,34,140057,1,1,,1,1,,,,,2,,,7,,,,98,,
4,14,1403,1,34,140058,21,1,,1,,,1,,,3,,,,,,,98,,
4,14,1403,1,34,140059,1,1,,1,,,,1,,1,,,21,,,,1,2,
4,14,1406,2,694,140063,1,1,,1,1,,,,,3,,,8,,,,98,,
4,14,1406,2,694,140067,1,1,,2,1,1,,,,1,,,8,,,,1,,
4,14,1406,2,694,140067,14,1,,1,,,1,,,2,,,14,,,,1,2,
4,14,1406,2,694,140068,1,1,,1,,,1,,,1,,,21,,,,1,2,
4,14,1406,2,694,140069,12,1,,1,1,,,,,1,,,21,,,,98,,
4,14,1406,2,694,140069,14,1,,1,,,,1,,2,,,21,,,,98,,
4,14,1406,2,694,140070,12,1,,2,,1,1,,,1,,,7,,,,98,,
4,14,1406,2,694,140070,14,1,,1,,1,,,,2,,,7,,,,98,,
4,14,1413,2,670,140071,1,1,,1,,,1,,,1,,,8,,,,1,,
4,14,1413,2,670,140072,14,1,,1,,,,1,,1,,,8,,,,1,2,3
4,14,1413,2,670,140073,2,1,,1,,,,,1,1,,,1,2,3,,1,2,
4,14,1413,2,670,140073,14,1,,1,,,,1,,2,,,1,2,3,,1,2,
4,14,1413,2,670,140075,14,1,,2,,,,1,1,3,,,4,,,,,,
4,14,1413,2,670,140076,12,1,,1,,,1,,,1,,,7,,,,98,,
4,14,1413,2,670,140076,14,1,,1,,1,,,,2,,,7,,,,98,,
4,14,1413,2,670,140077,12,1,,1,1,,,,,1,,,7,,,,98,,
4,14,1413,2,670,140077,14,1,,1,,,1,,,1,,,7,,,,98,,
4,14,1413,2,670,140078,12,1,,1,,1,,,,1,,,7,,,,98,,
4,14,1413,2,670,140078,14,1,,1,1,,,,,2,,,7,,,,98,,
4,14,1410,2,236,140088,1,1,,1,,,,1,,1,,,21,,,,1,2,
4,14,1410,2,236,140089,1,1,,1,1,,,,,1,,,7,,,,98,,
4,14,1410,2,236,140089,12,1,,1,,,1,,,2,,,7,,,,98,,
4,14,1410,2,236,140089,14,1,,1,,1,,,,3,,,7,,,,98,,
4,14,1410,2,236,140090,1,1,,1,1,,,,,1,,,21,,,,98,,
4,14,1410,2,236,140090,12,1,,1,,1,,,,2,,,7,,,,98,,
4,14,1404,1,96,140092,8,1,,4,,,,1,,1,,,8,,,,1,2,
4,14,1404,1,96,140092,18,1,,5,,1,1,1,,3,,,8,,,,2,1,
4,14,1404,1,96,140092,20,1,,6,,,1,1,,,,,8,,,,1,2,
4,14,1404,1,96,140095,2,1,,1,,1,,,,1,,,21,,,,,,
4,14,1404,1,96,140095,20,1,,2,,,,1,1,2,,,15,,,,,,
4,14,1404,1,96,140096,2,1,,1,,,1,,,1,,,7,,,,2,,
4,14,1404,1,96,140097,8,1,,1,,,,1,,1,,,7,,,,2,,
4,14,1404,1,96,140097,20,1,,1,,,1,,,2,,,7,,,,98,,
4,14,1404,1,96,140098,7,1,,1,1,,,,,1,,,7,,,,1,,
4,14,1404,1,96,140098,20,1,,4,1,1,1,1,,2,,,8,,,,98,,
4,14,1404,1,96,140099,1,1,,1,,,,1,,1,,,2,,,,2,,
4,14,1408,2,968,140101,14,1,,1,,1,,,,1,,,7,,,,98,,
4,14,1408,2,968,140101,20,1,,2,1,1,,,,2,,,21,,,,98,,
4,14,1408,2,968,140102,20,1,,2,1,1,,,,1,,,21,,,,98,,
4,14,1408,2,968,140103,12,1,,1,,1,,,,1,,,7,,,,98,,
4,14,1408,2,968,140103,20,1,,2,1,1,,,,,,,21,,,,98,,
4,14,1408,2,968,140104,8,1,,,,,,,1,1,,,14,,,,1,2,3
4,14,1408,2,968,140104,15,1,,,,,,1,,,,,21,,,,1,2,3
4,14,1408,2,968,140106,1,1,,1,1,,,,,1,,,8,14,,,1,2,3
4,14,1408,2,968,140108,12,1,,1,,,,1,,3,,,15,,,,98,,
4,14,1411,2,1066,140111,1,1,,1,,1,,,,1,,,,,,,1,,
4,14,1411,2,1066,140112,14,1,,2,1,1,,,,3,,,7,,,,1,,
4,14,1411,2,1066,140112,18,1,,5,1,1,1,1,1,1,,,7,,,,1,,
4,14,1411,2,1066,140112,20,1,,4,1,1,1,1,1,2,,,14,,,,1,,
4,14,1411,2,1066,140114,18,1,,5,1,1,1,1,1,1,,,10,12,,,98,,
4,14,1411,2,1066,140114,20,1,,5,1,1,1,1,1,2,,,10,12,,,98,,
4,14,1411,2,1066,140118,2,1,,4,1,,,,,1,3,,,,,,1,,
4,14,1411,2,1066,140119,12,1,,2,1,1,,,,2,,,7,,,,1,,
4,14,1411,2,1066,140119,14,1,,1,,1,,,,3,,,7,,,,1,,
4,14,1411,2,1066,140119,20,1,,5,1,1,1,1,1,1,,,14,,,,1,,
4,14,1411,2,1066,140120,1,1,,1,1,,,,,1,,,7,,,,1,,
4,14,1411,2,1066,140120,20,1,,3,,1,1,1,,2,,,14,,,,1,,
4,14,1416,2,2314,140121,12,1,,1,,,1,,,2,,,8,,,,1,,
4,14,1416,2,2314,140121,14,1,,1,1,,,1,,1,,,14,,,,1,,
4,14,1416,2,2314,140122,14,1,,1,,,,1,1,1,,,21,,,,2,3,
4,14,1416,2,2314,140123,14,1,,1,,,,1,,2,,,21,,,,1,,
4,14,1416,2,2314,140123,17,1,,2,,,1,1,,2,,,21,,,,1,,
4,14,1416,2,2314,140128,4,1,,1,1,1,,,,1,,,8,,,,1,,
4,14,1416,2,2314,140128,9,1,,1,,1,,,,3,,,7,,,,1,,
4,14,1416,2,2314,140129,12,1,,1,,1,,,,2,,,7,,,,98,,
4,14,1416,2,2314,140129,14,1,,1,1,,,,,1,,,8,,,,98,,
4,14,1416,2,2314,140130,12,1,,1,,1,,,,1,,,7,,,,1,,
4,14,1416,2,2314,140130,14,1,,1,1,,,,,2,,,7,,,,1,,
4,14,1415,2,156,140131,8,1,,1,1,,,,,1,,,9,,,,1,,
4,14,1415,2,156,140131,20,1,,1,,1,,,,2,,,21,,,,98,,
4,14,1415,2,156,140133,20,1,,2,1,1,,,,1,,,7,,,,98,,
4,14,1415,2,156,140134,1,1,,1,,1,,,,1,,,6,,,,1,2,3
4,14,1415,2,156,140135,1,1,,1,,,1,,,1,,,21,,,,1,2,
4,14,1415,2,156,140136,1,1,,1,1,,,,,1,,,16,,,,1,2,3
2,15,1506,1,398,150001,1,1,,24,1,8,2,5,4,2,,,5,7,,,1,,
2,15,1506,1,398,150001,6,1,,5,3,,,,,1,,,2,3,,,2,,
2,15,1506,1,398,150001,11,1,,6,3,,,4,,1,,,3,4,,,1,,
2,15,1506,1,398,150003,9,1,,1,,,1,,,1,,,7,,,,1,2,6
2,15,1506,1,398,150003,12,1,,1,,,1,,,1,,,7,,,,1,2,6
2,15,1506,1,398,150004,1,1,,1,,1,,,,1,,,1,,,,1,2,
2,15,1506,1,398,150004,9,1,,1,,,,,1,1,,,,1,,,1,,
2,15,1506,1,398,150004,12,1,,1,,,,1,,2,,,,,1,,1,,
2,15,1506,1,398,150005,1,1,,1,,,1,,,1,,,22,,,,98,,
2,15,1506,1,398,150005,9,1,,1,,1,,,,2,,,22,,,,1,,
2,15,1506,1,398,150006,2,1,,8,1,1,1,5,0,3,1,2,7,8,4,,,,
2,15,1511,2,1938,150027,8,1,,,,,,1,,2,,,1,,,,,,
2,15,1502,2,590,150032,17,1,,,,,,1,,1,,,1,,,,1,,
2,15,1502,2,590,150038,17,1,,,,,,1,,1,,,1,,,,1,,
2,15,1502,2,590,150040,4,1,,1,,,1,,,1,,,9,,,,,,
2,15,1507,2,458,150051,17,1,,,,,,1,,1,,,6,,,,2,,
2,15,1507,2,458,150058,1,1,,1,,,,,1,1,,,7,14,15,,98,,
2,15,1506,1,148,150075,1,1,,2,,,,1,,1,,,7,,,,2,3,4
2,15,1506,1,148,150075,8,1,,1,,1,,,,1,,,21,,,,2,3,4
2,15,1506,1,148,150077,3,1,,1,,1,,,,2,,,1,22,,,6,,
2,15,1506,1,148,150077,16,1,,1,1,,,,,1,,,13,22,,,1,,
2,15,1506,1,148,150077,17,1,,1,1,,,,,1,,,13,22,,,,,
2,15,1506,1,148,150078,9,1,,15,,,,1,,1,,,8,13,,,1,,
2,15,1506,1,148,150078,17,1,,2,,,,1,,2,,,,,,,3,,
4,16,1626,2,1546,160003,2,1,,1,,1,,,,,1,,14,8,11,15,98,,
4,16,1626,2,1546,160003,3,1,,1,1,,,,,2,,,11,14,8,,2,,
4,16,1626,2,1546,160003,4,1,,1,,,1,,,,,3,21,7,,,2,,
4,16,1626,2,1546,160003,5,1,,1,1,,,,,2,,,16,14,15,12,1,2,
4,16,1626,2,1546,160003,20,1,,1,,,,1,,,,3,14,15,8,,1,2,
4,16,1626,2,1546,160005,16,1,,1,,1,,,,2,3,,,19,,,1,2,
4,16,1626,2,1546,160005,18,1,,10,,1,1,1,1,2,3,,14,,,,1,2,
4,16,1626,2,1546,160007,1,1,,1,1,,,,,1,,,7,8,14,15,,,1
4,16,1624,1,136,160019,3,1,,,,,1,,,3,,,3,8,,,,,
4,16,1624,1,136,160019,9,1,,,,,,1,,,,,21,,,,,,
4,16,1624,1,136,160025,3,1,,1,,,1,,,3,,,14,15,11,12,98,,
4,16,1602,2,1576,160026,1,1,,1,,,1,,,1,,,14,15,12,11,,,
4,16,1624,1,136,160033,3,1,,1,,,,,,3,,,12,14,15,11,98,,
4,16,1622,2,18,160034,1,1,,,,,,1,,3,2,1,7,14,2,,,,
4,16,1624,1,136,160036,1,1,,,,1,,,,3,2,,21,,,,98,,
4,16,1606,2,590,160040,1,1,,,,1,,,,1,2,3,6,11,14,,98,,
4,16,1624,1,136,160041,3,1,,1,,,,1,,3,,,14,15,12,11,98,,
4,16,1622,2,18,160044,3,1,,1,,,1,,,3,,,14,15,11,12,2,3,4
4,16,1612,2,414,160047,2,1,,1,1,,,,,3,,,12,,,,98,,
4,16,1602,2,1576,160049,2,1,,1,,,,1,,1,,,14,15,12,11,,,
4,16,1602,2,1576,160049,9,1,,1,,,1,,,2,,,14,11,15,12,,,
4,16,1613,2,440,160053,19,1,,1,,,,1,,,,2,8,15,14,11,1,,
4,16,1613,2,440,160054,1,1,,,,1,,,,1,,,16,11,14,15,9,8,
4,16,1613,2,440,160054,3,1,,,,,,1,,,3,,8,14,15,16,1,,
4,16,1613,2,440,160054,9,1,,,,,,1,,,2,,12,14,11,15,,3,
4,16,1616,2,296,160062,1,1,,,,,1,,,,,1,11,12,14,15,1,,
4,16,1616,2,296,160065,17,1,,2,,1,1,,,,2,,8,11,7,14,9,8,
4,16,1616,2,296,160066,2,1,,2,,1,,,,1,,,8,14,11,,9,8,
4,16,1616,2,296,160068,3,1,,1,,,1,,,,,1,,,,22,,2,
4,16,1620,2,106,160072,9,1,,1,,,,,1,,,1,8,11,14,15,98,,
4,16,1618,2,1060,160081,1,1,,1,,,,1,,,,1,13,14,,,98,,
4,16,1618,2,1060,160082,5,1,,1,1,,,,,1,,,13,14,16,8,1,,
4,16,1618,2,1060,160084,5,1,,,,1,,,,,1,,8,14,15,16,9,8,
4,16,1618,2,1060,160084,9,1,,,,1,,,,,2,,21,22,,,1,2,
4,16,1618,2,1060,160085,1,1,,1,,,,1,,,,2,8,14,15,19,1,,
4,16,1618,2,1060,160086,17,1,,1,,,,,1,,,2,8,15,7,16,98,,
4,16,1601,2,954,160092,1,1,,1,,,,,,1,,,1,3,8,14,9,8,
4,16,1601,2,954,160092,10,1,,,,,,1,,,,3,13,14,16,,9,8,
4,16,1601,2,954,160092,17,1,,,,,,1,,,,2,,1,21,,,,
4,16,1601,2,954,160093,1,1,,1,1,,,,,1,,,8,11,14,15,,,
4,16,1601,2,954,160093,5,1,,1,,,1,,,,2,,8,11,14,15,,,
4,16,1601,2,954,160094,20,1,,2,1,1,1,1,1,1,2,3,14,8,,,7,8,9
4,16,1601,2,954,160095,20,1,,2,,,,1,1,1,2,3,14,15,,,,,
4,16,1601,2,954,160097,2,1,,2,,,1,,,,,1,7,14,18,,98,,
4,16,1601,2,954,160098,22,1,"BORN A NEW BABY",1,,,,,1,,,2,8,14,16,7,9,8,
4,16,1601,2,954,160100,1,1,,1,,,1,,,1,,,2,8,7,16,,1,
4,16,1610,2,1006,160105,2,1,,1,,,1,,,3,2,1,,21,,,,,
4,16,1610,2,1006,160105,8,1,,2,,1,1,,,3,2,,16,,,,,,
4,16,1610,2,1006,160115,1,1,,1,1,,,,,1,,,7,14,15,12,1,,
4,16,1610,2,1006,160116,3,1,,1,,,,,1,1,,,14,15,12,7,98,,
4,16,1602,2,1576,160119,2,1,,1,,,1,,,2,,,8,14,,,,,
4,16,1602,2,1576,160124,1,1,,,,,1,,,3,2,1,21,,,,,,
4,16,1624,1,286,160133,2,1,,2,1,1,,,,1,,,14,4,7,,1,2,
4,16,1625,2,1210,160137,5,1,,,,1,,,,,,1,8,7,14,15,98,,
4,16,1625,2,1210,160138,8,1,,8,1,1,1,1,,,,,,,,,1,,
4,16,1625,2,1210,160141,2,1,,1,,,,1,,2,,,7,16,8,,,1,
4,16,1605,2,180,160151,1,1,,1,,,,1,,,,2,16,11,8,,1,,
4,16,1605,2,180,160151,17,1,,1,,,,1,,,1,,8,11,16,,1,,
4,16,1605,2,180,160153,3,1,,4,,,,,1,,1,,14,13,16,22,98,,
4,16,1603,2,158,160154,3,1,,1,,,,1,,1,2,3,14,7,8,21,2,3,4
4,16,1609,2,738,160157,2,1,,1,,,,1,,2,,,8,14,,,,,
4,16,1609,2,738,160159,1,1,,2,,1,,,,3,2,1,7,14,16,,,,
4,16,1609,2,738,160159,2,1,,2,,,1,,,3,2,1,21,,,,,,
4,16,1608,2,1104,160161,6,1,,1,,,1,,,3,,,14,11,15,12,98,,
4,16,1608,2,1104,160163,2,1,,1,,,,,1,3,,,8,14,,,98,,
4,16,1608,2,1104,160165,1,1,,,,,,,1,3,2,1,7,,,,98,,
4,16,1608,2,1104,160166,2,1,,1,,,,1,,3,,,5,14,15,,98,,
4,16,1608,2,1104,160171,3,1,,,,,1,,,3,2,1,7,8,13,,1,,
4,16,1612,2,108,160174,16,1,,1,,,,,1,,,2,16,18,8,,1,,
4,16,1612,2,108,160175,21,1,,1,,,,1,,,,1,8,14,16,,98,,
4,16,1603,2,158,160178,1,1,,1,,,,,1,,1,,8,14,13,15,98,,
4,16,1612,2,108,160188,1,1,,,,,1,,,,,1,13,14,7,8,98,,
4,16,1612,2,108,160188,9,1,,1,,,,1,,,,3,8,7,13,14,98,,
4,16,1612,2,108,160188,16,1,,3,1,,1,,1,,2,,14,15,13,8,98,,
3,17,1706,2,284,170001,17,1,,,,,,1,,1,1,1,1,,,,1,1,1
3,17,1706,2,284,170003,1,1,,1,,,,1,,1,,,,,,,1,,
3,17,1706,2,284,170003,12,1,,,,,,1,,2,,,,,,,1,,
3,17,1706,2,284,170005,17,1,,3,,1,,,,1,,,1,,,,1,,
3,17,1706,2,284,170006,12,1,,1,1,,,,,2,,,1,,,,1,,
3,17,1706,2,284,170006,17,1,,1,,,1,,,2,,,3,,,,1,,
3,17,1719,2,1354,170012,1,1,,3,,,,1,,1,,,1,,,,1,,
3,17,1719,2,1354,170012,13,1,,1,,,1,,,2,,,,1,,,1,,
3,17,1719,2,1354,170014,3,1,,1,,,1,,,1,,,1,1,,,1,,
3,17,1719,2,1354,170016,2,1,,1,,,1,,,2,,,2,,,,98,,
3,17,1704,2,1080,170022,3,1,,1,,,1,1,1,2,,,3,,,,1,,
3,17,1704,2,1080,170026,5,1,,1,,,,1,,1,,,19,,,,1,,
3,17,1704,2,1080,170027,1,1,,1,,,,,,,,,3,,,,,,
3,17,1704,2,1080,170028,1,1,,2,1,,1,,,1,,,22,,,,1,,
3,17,1704,1,2074,170031,4,1,,1,,1,,,,1,,,2,,,,1,,
3,17,1704,1,2074,170035,1,1,,1,,,1,,,2,2,,22,,,,1,,
3,17,1704,1,2074,170040,4,1,,1,1,,,,,1,,,1,,,,1,,
3,17,1704,1,2074,170040,19,1,,2,1,1,,,,1,,,1,1,,,1,,
3,17,1704,1,2074,170040,20,1,,2,,1,,1,,1,,,1,1,,,1,,
3,17,1722,2,96,170042,1,1,,1,,1,,,,1,,,1,,,,1,,
3,17,1722,2,96,170042,13,1,,2,,,1,1,,2,,,,1,,,1,,
3,17,1722,2,96,170042,17,1,,2,,,1,1,,3,,,,,1,,1,,
3,17,1722,2,96,170043,3,1,,1,1,,,,,1,,,21,,,,,,
3,17,1722,2,96,170043,4,1,,1,,1,,,,2,,,21,,,,,,
3,17,1722,2,96,170044,2,1,,1,,,,1,,1,,,1,,,,1,,
3,17,1722,2,96,170044,4,1,,1,,,,,1,2,,,,1,,,1,,
3,17,1722,2,96,170045,13,1,,1,,,,1,,1,,,7,,,,1,,
3,17,1722,2,96,170046,1,1,,2,,1,1,,,1,,,1,,,,1,,
3,17,1722,2,96,170046,9,1,,3,,1,1,1,,2,,,,1,,,1,,
3,17,1722,2,96,170046,17,1,,4,,,1,1,,3,,,,,1,,1,,
3,17,1722,2,96,170047,13,1,,1,,,,1,,1,,,7,8,,,1,,
3,17,1722,2,96,170048,1,1,,1,,1,,,,2,,,21,,,,1,,
3,17,1722,2,96,170049,1,1,,3,1,,,,,2,,,21,,,,1,2,
3,17,1715,2,2244,170053,1,1,,2,1,1,,1,,1,,,22,,,,1,,
3,17,1715,2,2244,170054,3,1,,1,1,,,,,1,,,1,,,,1,,
3,17,1715,2,2244,170054,4,1,,1,,1,,,,3,,,2,,,,1,,
3,17,1715,2,2244,170056,1,1,,1,1,,,,,1,,,22,,,,1,,
3,17,1715,2,2244,170057,13,1,,1,,,,1,,1,,,7,,,,1,,
3,17,1715,2,2244,170058,9,1,,1,,1,,,,1,,,1,,,,1,,
3,17,1715,2,2244,170059,2,1,,1,1,,,,,1,,,2,,,,1,3,4
3,17,1715,2,2244,170060,9,1,,5,1,1,1,1,,1,,,1,,,,1,,
3,17,1710,2,546,170061,3,1,,1,1,,,,,1,,,,,,,,,
3,17,1710,2,546,170061,4,1,,1,,1,,,,1,,,,,,,,,
3,17,1710,2,546,170061,20,1,,1,,1,,,,2,,,1,,,,1,,
3,17,1710,2,546,170062,3,1,,1,,1,,,,1,,,1,,,,1,,
3,17,1710,2,546,170062,20,1,,1,2,1,1,,,,,,1,1,,,1,,
3,17,1710,2,546,170063,1,1,,,,1,,,,2,,,22,,,,,,
3,17,1710,2,546,170064,1,1,,1,1,,,,,1,,,12,,,,,,
3,17,1710,2,546,170065,9,1,,1,,,1,,,1,,,1,,,,1,,
3,17,1710,2,546,170070,3,1,,1,,,,1,,1,,,1,,,,1,,
3,17,1713,1,226,170071,3,1,,1,,1,,,,,,,,,,,,,
3,17,1713,1,226,170071,4,1,,1,1,,,,,,,,,,,,,,
3,17,1713,1,226,170071,20,1,,1,1,,,,,,,,1,,,,1,,
3,17,1713,1,226,170073,3,1,,1,1,,,,,1,,,,,,,,,
3,17,1713,1,226,170073,20,1,,3,1,1,,,,1,2,,1,,,,1,2,
3,17,1713,1,226,170074,13,1,,2,,,,1,1,1,,,8,,,,1,,
3,17,1713,1,226,170075,13,1,,1,,,1,,,1,,,1,,,,1,,
3,17,1713,1,226,170077,1,1,,1,1,,,,,1,,,22,,,,,,
3,17,1713,1,226,170078,9,1,,1,,,,1,,1,,,1,,,,1,,
3,17,1713,1,226,170079,4,1,,1,1,,,,,1,,,,,,,1,,
3,17,1713,1,226,170079,8,1,,3,1,1,,,,2,,,1,3,,,1,,
3,17,1713,1,226,170079,20,1,,2,1,,1,,,2,,,,15,,,1,,
3,17,1716,2,1452,170081,3,1,,2,1,1,,,,,,,,1,,,1,,
3,17,1716,2,1452,170081,20,1,,3,1,1,1,,,,,,1,1,,,1,,
3,17,1716,2,1452,170082,1,1,,1,,,,,,1,,,22,,,,,,
3,17,1716,2,1452,170087,4,1,,1,1,,,,,1,,,,,,,,,
3,17,1716,2,1452,170087,20,1,,2,1,1,,,,2,1,1,,,,,1,,
3,17,1716,2,1452,170090,20,1,,1,3,,1,,,1,,,2,,,,1,,
3,17,1702,2,510,170091,3,1,,1,,1,,,,,,,,,,,1,,
3,17,1702,2,510,170091,11,1,,1,,1,,,,,,,,,,,1,,
3,17,1702,2,510,170091,20,1,,3,1,1,1,,,,,,,,,,1,,
3,17,1702,2,510,170095,1,1,,1,,,1,,,1,,,1,,,,1,,
3,17,1702,2,510,170097,1,1,,2,1,1,,,,2,,,22,,,,,,
3,17,1702,2,510,170098,1,1,,1,1,,,,,1,,,1,,,,1,,
3,17,1702,2,510,170098,9,1,,2,,,1,1,,2,,,,1,,,1,,
3,17,1702,2,510,170100,4,1,,1,,1,,,,,1,,,,,,1,3,4
3,17,1702,2,510,170100,12,1,,1,1,,,,,,1,,4,,,,1,3,4
3,17,1702,2,510,170100,13,1,,1,1,,,,,,2,,3,,,,1,3,4
3,17,1702,2,510,170100,20,1,,1,1,1,,,,,2,,1,,,,1,3,
3,17,1727,2,634,170103,1,1,,1,1,,,,,1,,,22,,,,,,
3,17,1727,2,634,170104,3,1,,1,1,,1,,,3,,,1,,,,1,,
3,17,1727,2,634,170104,8,1,,1,1,,,1,,1,,,1,,,,1,,
3,17,1727,2,634,170104,20,1,,1,3,1,1,,,1,,,1,,,,1,,
3,17,1727,2,634,170106,4,1,,1,2,1,,,,,,,,,,,,,
3,17,1727,2,634,170107,1,1,,1,,,,1,,1,,,22,,,,6,,
3,17,1727,2,634,170108,9,1,,1,,1,,,,1,,,1,,,,1,,
3,17,1727,2,634,170108,11,1,,1,,,1,,,2,,,,1,,,1,,
3,17,1727,2,634,170109,4,1,,1,1,,,,,1,,,1,,,,1,,
3,17,1727,2,634,170109,20,1,,2,1,1,,,,1,,,,,,,1,,
3,17,1712,2,794,170112,1,1,,1,,,,,,1,,,22,,,,,,
3,17,1712,2,794,170113,3,1,,1,1,,,,,1,,,1,,,,1,,
3,17,1712,2,794,170113,4,1,,1,,1,,,,2,,,1,,,,1,,
3,17,1712,2,794,170113,20,1,,2,1,1,,,,1,,,1,,,,1,,
3,17,1712,2,794,170115,1,1,,1,1,,,,,1,,,1,,,,1,,
3,17,1712,2,794,170117,13,1,,1,,1,,,,1,,,1,,,,1,,
3,17,1724,2,786,170124,3,1,,1,1,,,,,1,,,1,,,,1,,
3,17,1724,2,786,170124,20,1,,3,1,1,1,,,,3,,,,,,1,,
3,17,1724,2,786,170125,4,1,,1,1,,,,,1,,,,,,,1,,
3,17,1724,2,786,170125,14,1,,1,,1,,,,1,,,,2,,,1,,
3,17,1724,2,786,170125,20,1,,1,1,,1,,,1,,,,3,,,1,,
3,17,1724,2,786,170126,1,1,,1,,,1,,,1,,,1,,,,1,,
3,17,1724,2,786,170128,1,1,,2,,,,,,2,,,22,,,,,,
3,17,1724,2,786,170130,20,1,,2,1,1,,,,1,,,1,3,,,1,,
3,18,1804,1,2690,180001,1,1,,1,,,,1,,1,2,1,,,,1,,,
3,18,1804,1,2690,180002,1,1,,1,1,,,1,,1,,,22,,,,1,2,
3,18,1804,1,2690,180003,12,1,,1,,1,,,,2,,,14,2,3,8,1,,
3,18,1804,1,2690,180004,20,1,,5,1,1,1,1,1,3,2,1,7,8,9,14,98,,
3,18,1804,1,2690,180008,4,1,,1,1,,,,,1,,,3,1,7,11,1,,
3,18,1804,1,2690,180008,8,1,,1,,,1,,,1,,,3,1,11,6,1,2,
3,18,1804,1,2690,180009,8,1,,3,1,1,,1,,1,,,21,21,21,21,1,2,
3,18,1809,1,1272,180011,3,1,,1,,,1,,,1,1,,,,,,1,,
3,18,1809,1,1272,180012,20,1,,5,1,1,1,1,1,1,,,22,,,,98,,
3,18,1809,1,1272,180014,2,1,,2,,,1,1,,1,2,3,22,8,,,1,,
3,18,1809,1,1272,180015,21,1,,2,,,1,1,,1,2,,22,22,,,1,,
3,18,1809,1,1272,180017,9,1,,1,,,,1,,,,,18,,,,1,,
3,18,1809,1,1272,180018,1,1,,2,1,,,,,1,,,7,,,,1,,
3,18,1809,1,1272,180018,3,1,,2,,,1,1,,2,,,,,,,1,4,6
3,18,1809,1,1272,180018,20,1,,2,,,1,,,3,,,6,,,,1,,
3,18,1809,1,1272,180019,20,1,,30,1,1,1,1,1,1,,,8,11,15,,98,,
3,18,1823,1,1822,180021,22,1,,1,,,,1,,2,1,,7,8,,,1,2,3
3,18,1823,1,1822,180024,5,1,,3,1,1,1,,,1,2,,7,8,,,98,,
3,18,1823,1,1822,180026,1,1,,1,,,,,1,1,,,1,,,,10,,
3,18,1823,1,1822,180027,1,1,,1,,1,,,,1,,,1,,,,,,
3,18,1823,1,1822,180027,13,1,,2,1,,1,,,1,,,,,,,,,
3,18,1823,1,1822,180027,18,1,,2,,,1,1,,2,,,,,,,,,
3,18,1823,1,1822,180027,20,1,,3,,,1,1,1,2,,,,,,,,,
3,18,1823,1,1822,180028,1,1,,2,1,,,1,,1,,,3,6,,,98,,
