"zone","state","lga","sector","ea","hhid","s15bq1","tracked_obs"
5,6,605,2,162,60054,1,0
5,6,605,2,162,60055,2,0
5,6,605,2,0,60056,2,1
5,6,605,2,162,60057,2,3
5,6,605,2,162,60058,2,3
5,6,605,2,162,60059,2,0
5,6,605,2,0,60060,1,1
5,6,608,2,748,60061,2,0
5,6,608,2,748,60062,2,0
5,6,608,2,748,60063,2,0
5,6,608,2,748,60064,1,0
5,6,608,2,748,60065,2,0
5,6,608,2,748,60066,2,0
5,6,608,1,0,60067,2,1
5,6,608,2,748,60068,2,0
5,6,608,2,748,60069,2,0
5,6,608,2,748,60070,2,0
1,7,707,2,560,70001,2,0
1,7,707,2,560,70002,2,0
1,7,707,2,560,70003,2,0
1,7,707,2,560,70005,2,0
1,7,707,2,560,70006,2,0
1,7,707,2,560,70007,2,0
1,7,707,2,560,70008,2,0
1,7,707,2,560,70009,2,0
1,7,707,2,560,70010,2,0
1,7,708,2,754,70011,2,0
1,7,708,2,754,70012,2,0
1,7,708,2,754,70013,2,0
1,7,708,2,754,70014,2,0
1,7,708,2,754,70015,2,0
1,7,708,2,754,70016,2,0
1,7,708,2,754,70017,2,0
1,7,708,2,754,70018,2,0
1,7,708,2,754,70019,2,0
1,7,708,2,754,70020,2,0
1,7,705,2,4186,70021,2,0
1,7,705,2,4186,70022,2,0
1,7,705,2,4186,70023,2,0
1,7,705,2,4186,70024,2,0
1,7,705,2,4186,70025,2,0
1,7,705,2,4186,70026,2,0
1,7,705,2,4186,70027,2,0
1,7,705,2,4186,70028,2,0
1,7,705,2,4186,70029,2,0
1,7,705,2,4186,70030,2,0
1,7,722,2,234,70031,2,0
1,7,722,2,234,70032,2,0
1,7,722,2,234,70033,2,0
1,7,722,2,234,70034,2,0
1,7,722,2,234,70035,2,0
1,7,722,2,234,70036,2,0
1,7,722,2,234,70037,2,0
1,7,722,2,234,70038,2,0
1,7,722,2,234,70039,2,0
1,7,722,2,234,70040,2,0
1,7,722,2,892,70041,2,0
1,7,722,2,892,70042,2,0
1,7,722,2,892,70043,2,0
1,7,722,2,892,70044,2,0
1,7,722,2,892,70045,2,0
1,7,722,2,892,70046,2,0
1,7,722,2,892,70047,2,0
1,7,722,2,892,70048,2,0
1,7,722,2,892,70049,2,0
1,7,722,2,892,70050,2,0
1,7,710,2,2726,70051,2,0
1,7,710,2,2726,70052,2,0
1,7,710,2,2726,70053,2,0
1,7,710,2,2726,70054,2,0
1,7,710,2,2726,70055,2,0
1,7,710,2,2726,70056,2,0
1,7,710,2,2726,70057,2,0
1,7,710,2,2726,70058,2,0
1,7,710,2,2726,70059,2,0
1,7,710,2,2726,70060,2,0
1,7,711,2,2532,70061,2,0
1,7,711,2,2532,70062,2,0
1,7,711,2,2532,70063,2,0
1,7,711,2,2532,70064,2,0
1,7,711,2,2532,70066,2,0
1,7,711,2,2532,70067,2,0
1,7,711,2,2532,70068,2,0
1,7,711,2,2532,70069,2,0
1,7,711,2,2532,70070,2,0
1,7,709,2,1226,70071,2,0
1,7,709,2,1226,70072,2,0
1,7,709,2,1226,70073,2,0
1,7,709,2,1226,70074,2,0
1,7,709,2,1226,70075,1,0
1,7,709,2,1226,70076,2,0
1,7,709,2,1226,70077,2,0
1,7,709,2,1226,70078,2,0
1,7,709,2,1226,70079,2,0
1,7,709,2,1226,70080,2,0
1,7,719,1,1612,70081,1,0
1,7,719,1,1612,70082,2,0
1,7,719,1,1612,70083,2,0
1,7,719,1,1612,70084,2,0
1,7,719,1,1612,70085,2,0
1,7,719,1,1612,70086,2,0
1,7,719,1,1612,70087,2,0
1,7,719,1,1612,70088,2,0
1,7,719,1,1612,70089,2,0
1,7,719,1,1612,70090,2,0
1,7,717,2,1248,70091,2,0
1,7,717,2,1248,70092,2,0
1,7,717,2,1248,70093,2,0
1,7,717,2,1248,70094,2,0
1,7,717,2,1248,70095,2,0
1,7,717,2,1248,70096,2,0
1,7,717,2,1248,70097,2,0
1,7,717,2,1248,70098,2,0
1,7,717,2,1248,70099,2,0
1,7,717,2,1248,70100,2,0
1,7,701,2,606,70101,2,0
1,7,701,2,606,70102,2,0
1,7,701,2,606,70103,2,0
1,7,701,2,606,70104,2,0
1,7,701,2,606,70105,2,0
1,7,701,2,606,70106,2,0
1,7,701,2,606,70107,2,0
1,7,701,2,606,70108,2,0
1,7,701,2,606,70109,2,0
1,7,701,2,606,70110,2,0
1,7,702,2,632,70111,2,0
1,7,702,2,632,70112,2,0
1,7,702,2,632,70113,2,0
1,7,702,2,632,70114,2,0
1,7,702,2,632,70115,2,0
1,7,702,2,632,70116,2,0
1,7,702,2,632,70117,2,0
1,7,702,2,632,70118,2,0
1,7,702,2,632,70119,2,0
1,7,702,2,632,70120,2,0
1,7,718,2,1640,70121,2,0
1,7,718,2,1640,70122,2,0
1,7,718,2,1640,70123,2,0
1,7,718,2,1640,70124,2,0
1,7,718,2,1640,70125,2,0
1,7,718,2,1640,70126,2,0
1,7,718,2,1640,70127,,0
1,7,718,2,1640,70128,2,0
1,7,718,2,1640,70129,1,0
1,7,718,2,1640,70130,2,0
1,7,715,2,780,70131,2,0
1,7,715,2,780,70132,2,0
1,7,715,2,780,70133,2,0
1,7,715,2,780,70134,2,0
1,7,715,2,780,70135,2,0
1,7,715,2,780,70136,2,0
1,7,715,2,780,70137,2,0
1,7,715,2,780,70138,2,0
1,7,715,2,780,70139,2,0
1,7,715,2,780,70140,2,0
1,7,715,2,294,70141,2,0
1,7,715,2,294,70142,2,0
1,7,715,2,294,70143,2,0
1,7,715,2,294,70144,2,0
1,7,715,2,294,70145,2,0
1,7,715,2,294,70146,2,0
1,7,715,2,294,70147,2,0
1,7,715,2,294,70148,2,0
1,7,715,2,294,70149,2,0
1,7,715,2,294,70150,2,0
1,7,713,2,304,70151,2,0
1,7,713,2,304,70152,1,0
1,7,713,2,304,70153,2,0
1,7,713,2,304,70154,2,0
1,7,713,2,304,70155,2,0
1,7,713,2,304,70156,1,0
1,7,713,2,304,70157,2,0
1,7,713,2,304,70158,2,0
1,7,713,2,304,70159,2,0
1,7,713,2,304,70160,2,0
2,8,813,2,2094,80002,2,0
2,8,813,2,2094,80003,2,0
2,8,813,2,2094,80004,2,0
2,8,813,2,2094,80005,2,0
2,8,813,2,2094,80006,2,0
2,8,813,2,2094,80007,2,0
2,8,813,2,2094,80008,2,0
2,8,813,2,2094,80009,2,0
2,8,821,1,5062,80021,2,0
2,8,821,1,5062,80022,2,0
2,8,821,1,5062,80023,1,0
2,8,821,1,5062,80024,2,0
2,8,821,1,5062,80025,2,0
2,8,821,1,5062,80026,2,0
2,8,821,1,5062,80027,2,0
2,8,821,1,5062,80028,2,0
2,8,821,1,5062,80029,2,0
2,8,821,1,5062,80030,2,0
2,8,816,2,1270,80031,2,0
2,8,816,2,1270,80032,2,0
2,8,816,2,1270,80033,2,0
2,8,816,2,1270,80034,2,0
2,8,816,2,1270,80035,2,0
2,8,816,2,1270,80036,2,0
2,8,816,2,1270,80037,2,0
2,8,816,2,1270,80038,1,0
2,8,816,2,1270,80039,2,0
2,8,816,2,1270,80040,1,0
2,8,803,1,944,80041,2,0
2,8,803,1,944,80042,2,0
2,8,803,1,944,80043,2,0
2,8,803,1,944,80044,2,0
2,8,803,1,944,80045,2,0
2,8,803,1,944,80046,2,0
2,8,803,1,944,80047,2,0
2,8,803,1,944,80048,1,0
2,8,803,1,944,80049,2,0
2,8,803,1,944,80050,2,0
2,8,811,1,1558,80051,2,0
2,8,811,1,1558,80052,2,0
2,8,811,1,1558,80053,2,0
2,8,811,1,1558,80054,2,0
2,8,811,1,1558,80055,2,0
2,8,811,1,1558,80056,2,0
2,8,811,1,1558,80057,2,0
2,8,811,1,1558,80058,2,0
2,8,811,1,1558,80059,2,0
2,8,811,1,1558,80060,2,0
2,8,811,2,390,80061,2,0
2,8,811,2,390,80062,2,0
2,8,811,2,390,80063,2,0
2,8,811,2,390,80064,2,0
2,8,811,2,390,80065,2,0
2,8,811,2,390,80066,2,0
2,8,811,2,390,80067,2,0
2,8,811,2,390,80068,2,0
2,8,811,2,390,80069,2,0
2,8,811,2,390,80070,2,0
2,8,802,2,1152,80071,2,0
2,8,802,2,1152,80072,2,0
2,8,802,2,1152,80073,2,0
2,8,802,2,1152,80074,2,0
2,8,802,2,1152,80075,1,0
2,8,802,2,1152,80076,1,0
2,8,802,2,1152,80077,2,0
2,8,802,2,1152,80078,2,0
2,8,802,2,1152,80079,2,0
2,8,802,2,1152,80080,2,0
2,8,812,2,866,80081,2,0
2,8,812,2,866,80082,2,0
2,8,812,2,866,80083,1,0
2,8,812,2,866,80084,2,0
2,8,812,2,866,80085,2,0
2,8,812,2,866,80086,2,0
2,8,812,2,866,80087,2,0
2,8,812,2,866,80088,2,0
2,8,812,2,866,80089,2,0
2,8,812,2,866,80090,2,0
2,8,805,2,46,80091,2,0
2,8,805,2,46,80092,2,0
2,8,805,2,46,80093,2,0
2,8,805,2,46,80094,2,0
2,8,805,2,46,80095,2,0
2,8,805,2,46,80096,1,0
2,8,805,2,46,80097,2,0
2,8,805,2,46,80098,2,0
2,8,805,2,46,80099,2,0
2,8,805,2,46,80100,2,0
2,8,827,2,804,80101,2,0
2,8,827,2,804,80102,2,0
2,8,827,2,804,80103,2,0
2,8,827,2,804,80104,1,0
2,8,827,2,804,80105,1,0
2,8,827,2,804,80106,2,0
2,8,827,2,804,80107,2,0
2,8,827,2,804,80108,2,0
2,8,827,2,804,80109,2,0
2,8,827,2,804,80110,1,0
2,8,807,2,946,80111,2,0
2,8,807,2,946,80112,2,0
2,8,807,2,946,80113,2,0
2,8,807,2,946,80114,2,0
2,8,807,2,946,80115,2,0
2,8,807,2,946,80116,2,0
2,8,807,2,946,80117,2,0
2,8,807,2,946,80118,2,0
2,8,807,2,946,80119,1,0
2,8,807,2,946,80120,2,0
2,8,807,2,2396,80121,2,0
2,8,807,2,2396,80122,1,0
2,8,807,2,2396,80123,2,0
2,8,807,2,2396,80124,2,0
2,8,807,2,2396,80125,2,0
2,8,807,2,2396,80126,2,0
2,8,807,2,2396,80127,2,0
2,8,807,2,2396,80128,2,0
2,8,807,2,2396,80129,2,0
2,8,807,2,2396,80130,2,0
2,8,807,2,1438,80131,2,0
2,8,807,2,1438,80132,2,0
2,8,807,2,1438,80133,2,0
2,8,807,2,1438,80134,2,0
2,8,807,2,1438,80135,2,0
2,8,807,2,1438,80136,2,0
2,8,807,2,1438,80137,2,0
2,8,807,2,1438,80138,2,0
2,8,807,2,1438,80139,2,0
2,8,807,2,1438,80140,2,0
2,8,820,2,1030,80141,2,0
2,8,820,2,1030,80142,2,0
2,8,820,2,1030,80143,2,0
2,8,820,2,1030,80144,2,0
2,8,820,2,1030,80145,2,0
2,8,820,2,1030,80146,1,0
2,8,820,2,1030,80147,2,0
2,8,820,2,1030,80148,2,0
2,8,820,2,1030,80149,1,0
2,8,820,2,1030,80150,2,0
2,8,824,2,768,80151,2,0
2,8,824,2,768,80152,2,0
2,8,824,2,768,80153,2,0
2,8,824,2,768,80154,2,0
2,8,824,2,768,80155,2,0
2,8,824,2,768,80156,2,0
2,8,824,2,768,80157,2,0
2,8,824,2,768,80158,2,0
2,8,824,2,768,80159,2,0
2,8,824,2,768,80160,2,0
1,7,704,2,0,80161,2,1
2,8,817,1,2476,80162,2,0
2,8,817,1,2476,80163,2,0
2,8,817,1,2476,80164,2,0
2,8,817,1,2476,80165,2,0
2,8,817,1,2476,80166,,0
2,8,817,1,2476,80167,2,0
2,8,817,1,2476,80168,2,0
2,8,817,1,2476,80169,2,0
2,8,817,1,2476,80170,2,0
2,8,823,2,548,80171,2,0
2,8,823,2,548,80172,2,0
2,8,823,2,548,80173,2,0
2,8,823,2,548,80174,1,0
2,8,823,2,548,80175,2,0
2,8,823,2,548,80176,2,0
2,8,823,2,548,80177,2,0
2,8,823,2,548,80178,2,0
2,8,823,2,548,80179,2,0
2,8,823,2,548,80180,2,0
2,8,809,2,1748,80181,2,0
2,8,809,2,1748,80182,2,0
2,8,809,2,1748,80183,2,0
2,8,809,2,1748,80184,2,0
2,8,809,2,1748,80185,2,0
2,8,809,2,1748,80186,1,0
2,8,809,2,1748,80187,2,0
2,8,809,2,1748,80188,2,0
2,8,809,2,1748,80189,1,0
2,8,809,2,1748,80190,2,0
2,8,826,2,926,80191,2,0
2,8,826,2,926,80192,2,0
2,8,826,2,926,80193,2,0
2,8,826,2,926,80194,1,0
2,8,826,2,926,80195,1,0
2,8,826,2,926,80196,2,0
2,8,826,2,926,80197,2,0
2,8,826,2,926,80198,2,0
2,8,826,2,926,80199,2,0
2,8,826,2,926,80200,2,0
2,8,815,2,362,80201,2,0
2,8,815,2,362,80202,2,0
2,8,815,2,362,80203,2,0
2,8,815,2,362,80204,1,0
2,8,815,2,362,80205,2,0
2,8,815,2,362,80206,2,0
2,8,815,2,362,80207,2,0
2,8,815,2,362,80208,2,0
2,8,815,2,362,80209,2,0
2,8,815,2,362,80210,1,0
5,9,908,1,278,90001,2,0
5,9,908,1,278,90002,2,0
5,9,908,1,278,90003,2,0
5,9,908,1,278,90004,2,0
5,9,908,1,278,90005,2,0
5,9,908,1,278,90006,2,0
5,3,311,2,0,90007,2,1
5,9,908,1,278,90009,2,0
5,9,908,1,278,90010,2,0
5,9,903,2,48,90011,2,0
5,9,903,2,48,90013,2,0
5,9,903,2,48,90014,2,0
5,9,903,2,48,90015,2,0
5,9,903,2,48,90016,2,0
5,9,903,1,0,90017,2,1
5,9,903,2,48,90018,2,0
5,9,903,2,48,90019,2,0
5,9,903,2,48,90020,2,0
5,9,915,1,1390,90021,1,0
5,9,915,1,1390,90022,2,0
5,9,915,1,1390,90024,2,0
5,9,915,1,1390,90025,2,0
5,9,915,1,1390,90026,2,0
5,9,915,1,1390,90027,2,0
5,9,915,1,1390,90028,2,0
5,9,915,1,1390,90029,2,0
5,9,915,1,1390,90030,2,0
5,9,917,1,1254,90031,2,0
5,9,917,1,1254,90032,2,0
5,9,917,1,1254,90033,2,0
5,9,917,1,1254,90034,2,0
5,9,917,1,1254,90035,1,0
5,9,917,1,1254,90036,2,0
5,9,917,1,1254,90037,2,0
5,9,917,1,1254,90038,2,0
5,9,917,1,1254,90039,2,0
5,9,917,1,1254,90040,2,0
5,9,901,2,398,90041,2,0
5,9,901,2,398,90042,2,0
5,9,901,2,398,90043,2,0
5,9,901,2,398,90044,2,0
5,9,901,2,398,90045,2,0
5,9,901,2,398,90046,2,0
5,9,901,2,398,90047,2,0
5,9,901,2,398,90048,2,0
5,9,901,2,398,90049,2,0
5,9,901,2,398,90050,2,0
5,9,910,2,200,90051,2,0
5,9,910,2,200,90052,2,0
5,9,910,2,200,90053,2,0
5,9,910,2,200,90054,2,0
5,9,910,2,200,90055,2,0
5,9,910,2,200,90056,2,0
5,9,910,2,200,90057,2,0
5,9,910,2,0,90058,2,1
5,9,910,2,200,90059,2,0
5,9,910,2,200,90060,2,0
5,9,907,2,1446,90061,2,0
5,9,907,2,1446,90062,2,0
5,9,907,2,1446,90063,2,0
5,9,907,2,1446,90064,1,0
5,9,907,2,1446,90065,2,0
5,9,907,2,1446,90066,2,0
5,9,907,2,1446,90067,2,0
5,9,907,2,1446,90068,2,0
5,9,907,2,1446,90069,2,0
5,9,907,2,0,90070,2,1
5,9,912,2,102,90071,2,0
5,9,912,2,102,90072,2,0
5,9,912,2,102,90073,2,0
5,9,912,2,102,90074,2,0
5,9,912,2,102,90075,2,0
5,9,912,2,102,90076,2,0
5,9,912,2,102,90077,2,0
5,9,912,2,102,90078,2,0
5,9,912,2,102,90079,1,0
5,9,912,2,102,90080,2,0
5,9,916,2,1068,90081,2,0
5,9,916,2,1068,90082,2,0
5,9,916,2,1068,90083,1,0
5,9,916,2,1068,90084,2,0
5,9,916,2,1068,90085,2,0
5,9,916,2,1068,90086,2,0
5,9,916,2,1068,90087,2,0
5,9,916,2,1068,90089,2,0
5,9,916,2,1068,90090,2,0
5,9,918,2,834,90091,2,0
5,9,918,2,834,90092,2,0
5,9,918,2,834,90093,2,0
5,9,918,2,834,90094,1,0
5,9,918,2,834,90095,2,0
5,9,918,2,834,90096,2,0
5,9,918,2,834,90097,2,0
5,9,918,2,834,90098,2,0
5,9,918,2,834,90099,2,0
5,9,918,2,834,90100,2,0
5,9,905,2,978,90101,2,0
5,9,905,2,978,90102,2,0
1,25,2503,2,0,90103,2,1
5,9,905,2,978,90104,2,0
5,9,905,2,978,90105,2,0
5,9,905,2,978,90106,2,0
5,9,905,2,978,90107,2,0
5,9,905,2,978,90108,2,0
5,9,905,2,978,90109,2,0
5,9,905,2,978,90110,2,0
5,9,914,2,1746,90112,2,0
5,9,914,2,1746,90113,2,0
5,9,914,2,1746,90114,2,0
5,9,914,2,1746,90115,2,0
5,9,914,2,1746,90116,2,0
5,9,914,2,1746,90117,2,0
5,9,914,2,1746,90118,2,0
5,9,914,2,0,90119,2,1
5,9,914,2,1746,90120,2,0
5,9,913,2,2266,90121,2,0
5,9,913,2,2266,90122,2,0
5,9,913,2,2266,90123,2,0
5,9,913,2,2266,90124,1,0
5,9,913,2,2266,90125,2,0
5,9,913,2,2266,90126,2,0
5,9,913,2,2266,90127,2,0
5,9,913,2,2266,90128,2,0
5,9,913,2,2266,90129,2,0
5,9,913,2,2266,90130,2,0
5,10,1014,2,80,100001,2,0
5,10,1014,2,80,100002,2,0
5,10,1014,2,80,100003,2,0
5,10,1014,2,80,100004,2,0
5,10,1014,2,80,100005,2,0
5,10,1014,2,80,100006,2,0
5,10,1014,2,80,100007,2,0
5,10,1014,2,80,100008,2,0
5,10,1014,2,80,100009,2,0
5,10,1001,2,172,100011,2,0
5,10,1001,2,172,100012,2,0
5,10,1001,2,172,100013,2,0
5,10,1001,2,172,100014,2,0
5,10,1001,2,172,100015,2,0
5,10,1001,2,172,100016,2,0
5,10,1001,2,172,100017,2,0
5,10,1001,2,172,100018,1,0
5,10,1001,2,172,100019,2,0
5,10,1001,2,172,100020,2,0
5,10,1007,1,1166,100021,1,0
5,10,1007,1,1166,100022,2,0
5,10,1007,1,1166,100023,2,0
5,10,1007,1,1166,100024,2,0
5,10,1007,1,1166,100025,2,0
5,10,1007,1,1166,100026,2,0
5,10,1007,1,1166,100027,2,0
5,10,1007,1,1166,100028,2,0
5,10,1007,1,1166,100029,2,0
5,10,1007,1,1166,100030,2,0
5,10,1008,2,1314,100031,2,0
5,10,1008,2,1314,100032,2,0
5,10,1008,2,1314,100033,2,0
5,10,1008,2,1314,100034,2,0
5,10,1008,2,1314,100035,2,0
5,10,1008,2,1314,100036,2,0
5,10,1008,2,1314,100037,2,0
5,10,1008,2,1314,100038,2,0
5,10,1008,2,1314,100039,2,0
5,10,1008,2,1314,100040,2,0
5,10,1008,2,1718,100041,2,0
5,10,1008,2,1718,100042,2,0
5,10,1008,2,1718,100043,2,0
5,10,1008,2,1718,100044,2,0
5,10,1008,2,1718,100045,2,0
5,10,1008,2,1718,100046,2,0
5,10,1008,2,1718,100047,2,0
5,10,1008,2,1718,100048,2,0
5,10,1008,2,1718,100049,2,0
5,10,1008,2,1718,100050,2,0
5,10,1021,2,120,100052,2,0
5,10,1021,2,120,100053,2,0
5,10,1021,2,120,100054,2,0
5,10,1021,2,120,100055,2,0
5,10,1021,2,120,100056,2,0
5,10,1021,2,120,100057,2,0
5,10,1021,2,120,100058,2,0
5,10,1021,2,120,100059,2,0
5,10,1021,2,120,100060,2,0
5,10,1012,2,936,100061,2,0
5,10,1012,2,936,100062,2,0
5,10,1012,2,936,100063,2,0
5,10,1012,2,936,100064,2,0
5,10,1012,2,936,100065,2,0
5,10,1012,2,936,100066,2,0
5,10,1012,2,936,100067,2,0
5,10,1012,2,936,100068,2,0
5,10,1012,2,936,100070,2,0
5,10,1010,2,20,100071,2,0
5,10,1010,2,20,100072,2,0
5,10,1010,2,20,100073,2,0
5,10,1010,2,20,100074,2,0
5,10,1010,2,20,100075,2,0
5,10,1010,2,20,100076,2,0
5,10,1010,2,20,100077,2,0
5,10,1010,2,20,100078,1,0
5,10,1010,2,20,100079,2,0
5,10,1010,2,20,100080,2,0
5,10,1005,2,1374,100082,2,0
5,10,1005,2,1374,100083,2,0
5,10,1005,2,1374,100085,1,0
5,10,1005,2,1374,100086,1,0
5,10,1005,2,1374,100087,2,0
5,10,1005,2,1374,100088,2,0
5,10,1005,2,1374,100089,2,0
5,10,1005,2,1374,100090,2,0
5,10,1005,1,662,100091,,0
5,10,1005,1,662,100092,2,0
5,10,1005,1,662,100093,2,0
5,10,1005,1,662,100094,2,0
5,10,1005,1,662,100095,2,0
5,10,1005,1,662,100096,2,0
5,10,1005,1,662,100097,2,0
5,10,1005,1,662,100098,2,0
5,10,1005,1,662,100100,2,0
5,10,1018,2,898,100101,2,0
5,10,1018,2,898,100102,1,0
5,10,1018,2,898,100103,2,0
5,10,1018,2,898,100104,2,0
5,10,1018,2,898,100105,2,0
5,10,1018,2,898,100106,2,0
5,10,1018,2,898,100107,2,0
5,10,1018,2,898,100108,2,0
5,10,1018,2,898,100109,2,0
5,10,1018,2,898,100110,2,0
5,10,1018,1,634,100111,2,0
5,10,1018,1,634,100112,2,0
5,10,1018,1,634,100113,2,0
5,10,1018,1,634,100114,2,0
5,10,1018,1,634,100115,2,0
5,10,1018,1,634,100117,2,0
5,10,1018,1,634,100118,2,0
5,10,1018,1,634,100119,2,0
5,10,1018,1,634,100120,2,0
5,10,1020,1,38,100121,2,0
5,10,1020,1,38,100122,2,0
5,10,1020,1,38,100123,2,0
5,10,1020,1,38,100124,2,0
5,10,1020,1,38,100125,2,0
5,10,1020,1,38,100126,2,0
5,10,1020,1,38,100127,2,0
5,10,1013,2,0,100128,2,3
5,10,1020,1,38,100129,2,0
5,10,1020,1,38,100130,2,0
5,10,1025,2,1774,100131,2,0
5,10,1025,2,1774,100132,2,0
5,10,1025,2,1774,100133,2,0
5,10,1025,2,1774,100134,2,0
5,10,1025,2,1774,100135,2,0
5,10,1025,2,1774,100136,2,0
5,10,1025,2,1774,100138,2,0
5,10,1024,1,0,100139,2,1
5,10,1024,1,0,100140,2,1
4,11,1104,1,2028,110001,2,0
4,11,1104,1,2028,110002,2,0
4,11,1104,1,2028,110003,2,0
4,11,1104,1,2028,110004,2,0
4,11,1104,1,2028,110005,2,0
4,11,1104,1,2028,110006,2,0
4,11,1104,1,2028,110007,2,0
4,11,1104,1,2028,110008,1,0
4,11,1104,1,2028,110009,2,0
4,11,1104,1,2028,110010,2,0
4,11,1112,2,1952,110011,2,0
4,11,1112,2,1952,110012,2,0
4,11,1112,2,1952,110013,1,0
4,11,1112,2,1952,110014,2,0
4,11,1112,2,1952,110015,2,0
4,11,1112,2,1952,110016,2,0
4,11,1112,2,1952,110017,2,0
4,11,1112,2,1952,110018,1,0
4,11,1112,2,1952,110019,2,0
4,11,1112,2,1952,110020,2,0
4,11,1112,2,78,110021,2,0
4,11,1112,2,78,110022,2,0
4,11,1112,2,78,110023,2,0
4,11,1112,2,78,110024,2,0
4,11,1112,2,78,110025,2,0
4,11,1112,2,78,110026,2,0
4,11,1112,2,78,110027,2,0
4,11,1112,2,78,110028,2,0
4,11,1112,2,78,110029,2,0
4,11,1112,2,78,110030,2,0
4,11,1110,2,714,110031,2,0
4,11,1110,2,714,110032,2,0
4,11,1110,2,714,110033,2,0
4,11,1110,2,714,110034,2,0
4,11,1110,2,714,110035,2,0
4,11,1110,2,714,110036,2,0
4,11,1110,2,714,110037,2,0
4,11,1110,2,714,110038,2,0
4,11,1110,2,714,110039,2,0
4,11,1110,2,714,110040,2,0
4,11,1110,2,2752,110041,2,0
4,11,1110,2,2752,110042,2,0
4,11,1110,2,2752,110043,2,0
4,11,1110,2,2752,110044,2,0
4,11,1110,2,2752,110045,2,0
4,11,1110,2,2752,110046,2,0
4,11,1110,2,2752,110047,2,0
4,11,1110,2,2752,110048,2,0
4,11,1110,2,2752,110049,2,0
4,11,1110,2,2752,110050,2,0
4,11,1108,2,492,110051,2,0
4,11,1108,2,492,110052,2,0
4,11,1108,2,492,110053,2,0
4,11,1108,2,492,110054,2,0
4,11,1108,2,492,110055,2,0
4,11,1108,2,492,110056,2,0
4,11,1108,2,492,110057,2,0
4,11,1108,2,492,110058,2,0
4,11,1108,2,492,110059,2,0
4,11,1108,2,492,110060,2,0
4,11,1105,2,100,110061,2,0
4,11,1105,2,100,110062,2,0
4,11,1105,2,100,110063,2,0
4,11,1105,2,100,110064,2,0
4,11,1105,2,100,110065,2,0
4,11,1105,2,100,110066,2,0
4,11,1105,2,100,110067,1,0
4,11,1105,2,100,110068,2,0
4,11,1105,2,100,110069,2,0
4,11,1105,2,100,110070,2,0
4,11,1106,2,446,110071,2,0
4,11,1106,2,446,110072,2,0
4,11,1106,2,446,110073,2,0
4,11,1106,2,446,110074,2,0
4,11,1106,2,446,110075,2,0
4,11,1106,2,446,110076,2,0
4,11,1106,2,446,110078,2,0
4,11,1106,2,446,110079,2,0
4,11,1106,2,446,110080,2,0
4,11,1104,2,434,110081,2,0
4,11,1104,2,434,110082,2,0
4,11,1104,2,434,110083,2,0
4,11,1104,2,434,110084,2,0
4,11,1104,2,434,110085,2,0
4,11,1104,2,434,110086,2,0
4,11,1104,2,434,110087,2,0
4,11,1104,2,434,110088,2,0
4,11,1104,2,434,110089,2,0
4,11,1104,2,434,110090,2,0
4,11,1107,2,1034,110091,2,0
4,11,1107,2,1034,110092,2,0
4,11,1107,2,1034,110093,1,0
4,11,1107,2,1034,110094,2,0
4,11,1107,2,1034,110095,2,0
4,11,1107,2,1034,110096,2,0
4,11,1107,2,1034,110097,2,0
4,11,1107,2,1034,110098,1,0
4,11,1107,2,1034,110099,2,0
4,11,1107,2,1034,110100,2,0
4,11,1109,2,672,110101,2,0
4,11,1109,2,672,110102,2,0
4,11,1109,2,672,110103,2,0
4,11,1109,2,672,110104,1,0
4,11,1109,2,672,110105,2,0
4,11,1109,2,672,110106,1,0
4,11,1109,2,672,110107,2,0
4,11,1109,2,672,110108,1,0
4,11,1109,2,672,110109,2,0
4,11,1109,2,672,110110,2,0
4,11,1113,2,954,110111,2,0
4,11,1113,2,954,110112,2,0
4,11,1113,2,954,110113,2,0
4,11,1113,2,954,110114,2,0
4,11,1113,2,954,110115,1,0
4,11,1113,2,954,110116,1,0
4,11,1113,2,954,110117,2,0
4,11,1113,2,954,110118,2,0
4,11,1113,2,954,110119,2,0
4,11,1113,2,954,110120,2,0
4,11,1102,2,936,110121,2,0
4,11,1102,2,936,110122,2,0
4,11,1102,2,936,110123,2,0
4,11,1102,2,936,110124,2,0
4,11,1102,2,936,110125,1,0
4,11,1102,2,936,110126,2,0
4,11,1102,2,936,110127,2,0
4,11,1102,2,936,110128,2,0
4,11,1102,2,936,110129,2,0
4,11,1102,2,936,110130,2,0
4,11,1101,2,154,110131,2,0
4,11,1101,2,154,110132,2,0
4,11,1101,2,154,110133,2,0
4,11,1101,2,154,110134,2,0
4,11,1101,2,154,110135,2,0
4,11,1101,2,154,110136,2,0
4,11,1101,2,154,110137,2,0
4,11,1101,2,154,110138,2,0
4,11,1101,2,154,110139,2,0
4,11,1101,2,154,110140,2,0
5,12,1211,1,2856,120001,2,0
5,12,1211,1,2856,120002,2,0
5,12,1211,1,2856,120003,2,0
5,12,1211,1,2856,120004,2,0
5,12,1211,1,2856,120005,2,0
5,12,1211,1,2856,120006,2,0
5,12,1211,1,2856,120007,2,0
5,12,1211,1,2856,120008,2,0
5,12,1211,1,2856,120009,,0
5,12,1211,1,2856,120010,2,0
5,12,1202,1,0,120011,2,1
5,12,1202,1,2146,120012,2,0
5,12,1202,1,2146,120013,2,0
5,12,1202,1,2146,120014,2,0
5,12,1202,1,2146,120015,2,0
5,12,1202,1,2146,120017,2,0
